sample_id,domain,experience_level,resume_text,matched_skills,missing_skills,n_matched,n_total_skills,match_ratio,cosine_sim,skill_density,exp_bonus,keyword_overlap,seniority_signal,domain_term_freq,skill_depth,score
555,QA & Testing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about QA & Testing. Skills: BDD/TDD. Background includes entry level roles.",BDD/TDD,Manual Testing | Selenium | Cypress | Jest | JUnit | TestNG | API Testing | Postman | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA | Automation,1,15,0.0667,0.0514,0.4202,0.3,0.0598,0.0026,0.0583,0.0,10
556,QA & Testing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about QA & Testing. Skills: JIRA. Background includes graduate roles.",JIRA,Manual Testing | Selenium | Cypress | Jest | JUnit | TestNG | API Testing | Postman | Performance Testing | JMeter | Test Planning | Bug Tracking | Automation | BDD/TDD,1,15,0.0667,0.0609,0.7937,0.3,0.0533,0.1271,0.05,0.0,10
557,QA & Testing,Entry-Level,"Junior QA & Testing developer eager to learn and grow in a fast-paced environment. Skills: Test Planning, Selenium, Bug Tracking. Background includes junior roles.",Test Planning | Selenium | Bug Tracking,Manual Testing | Cypress | Jest | JUnit | TestNG | API Testing | Postman | Performance Testing | JMeter | JIRA | Automation | BDD/TDD,3,15,0.2,0.1312,1.0,0.3,0.188,0.1036,0.1282,0.125,15
558,QA & Testing,Entry-Level,"Junior QA & Testing developer eager to learn and grow in a fast-paced environment. Skills: Jest, JUnit. Background includes entry level roles.",Jest | JUnit,Manual Testing | Selenium | Cypress | TestNG | API Testing | Postman | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA | Automation | BDD/TDD,2,15,0.1333,0.0977,1.0,0.3,0.1155,0.1489,0.0876,0.25,10
559,QA & Testing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about QA & Testing. Skills: API Testing. Background includes fresher roles.",API Testing,Manual Testing | Selenium | Cypress | Jest | JUnit | TestNG | Postman | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA | Automation | BDD/TDD,1,15,0.0667,0.0464,0.5319,0.3,0.0564,0.2921,0.0369,0.125,13
560,QA & Testing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about QA & Testing. Skills: JUnit, TestNG. Background includes trainee roles.",JUnit | TestNG,Manual Testing | Selenium | Cypress | Jest | API Testing | Postman | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA | Automation | BDD/TDD,2,15,0.1333,0.1026,1.0,0.3,0.0937,0.2424,0.0816,0.25,14
561,QA & Testing,Entry-Level,Junior QA & Testing developer eager to learn and grow in a fast-paced environment. Skills: Postman. Background includes fresher roles.,Postman,Manual Testing | Selenium | Cypress | Jest | JUnit | TestNG | API Testing | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA | Automation | BDD/TDD,1,15,0.0667,0.0591,0.4785,0.3,0.0469,0.1557,0.0508,0.125,11
562,QA & Testing,Entry-Level,"Entry-level QA & Testing intern with foundational knowledge and strong academic background. Skills: Jest, Automation, JUnit, Selenium. Background includes fresher roles.",Jest | Automation | JUnit | Selenium,Manual Testing | Cypress | TestNG | API Testing | Postman | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA | BDD/TDD,4,15,0.2667,0.2329,1.0,0.3,0.2406,0.0644,0.2062,0.375,28
563,QA & Testing,Entry-Level,"Entry-level QA & Testing intern with foundational knowledge and strong academic background. Skills: Performance Testing, Automation, BDD/TDD, TestNG. Background includes trainee roles.",Performance Testing | Automation | BDD/TDD | TestNG,Manual Testing | Selenium | Cypress | Jest | JUnit | API Testing | Postman | JMeter | Test Planning | Bug Tracking | JIRA,4,15,0.2667,0.213,1.0,0.3,0.2413,0.2102,0.2145,0.125,29
564,QA & Testing,Entry-Level,"Entry-level QA & Testing intern with foundational knowledge and strong academic background. Skills: JUnit, Cypress. Background includes 0-1 years roles.",JUnit | Cypress,Manual Testing | Selenium | Jest | TestNG | API Testing | Postman | Performance Testing | JMeter | Test Planning | Bug Tracking | JIRA | Automation | BDD/TDD,2,15,0.1333,0.0903,0.6849,0.3,0.1048,0.0481,0.0865,0.25,19
565,QA & Testing,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about QA & Testing. Skills: Postman, JMeter. Background includes graduate roles.",Postman | JMeter,Manual Testing | Selenium | Cypress | Jest | JUnit | TestNG | API Testing | Performance Testing | Test Planning | Bug Tracking | JIRA | Automation | BDD/TDD,2,15,0.1333,0.0967,1.0,0.3,0.1266,0.1084,0.0833,0.125,19
566,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Cypress, JMeter, Selenium, BDD/TDD, Test Planning, Postman. Background includes specialist roles.",Cypress | JMeter | Selenium | BDD/TDD | Test Planning | Postman | Manual Testing | JIRA | TestNG | Jest,JUnit | API Testing | Performance Testing | Bug Tracking | Automation,10,15,0.6667,0.4674,1.0,0.6,0.636,0.3962,0.3753,0.75,59
567,QA & Testing,Mid-Level,"QA & Testing engineer with 4+ years of hands-on experience in building production systems. Skills: API Testing, Test Planning, Cypress, Manual Testing, TestNG, JIRA. Background includes specialist roles.",API Testing | Test Planning | Cypress | Manual Testing | TestNG | JIRA | Selenium | Bug Tracking | Jest | Automation,JUnit | Postman | Performance Testing | JMeter | BDD/TDD,10,15,0.6667,0.5277,1.0,0.6,0.4901,0.274,0.3932,0.75,62
568,QA & Testing,Mid-Level,"QA & Testing engineer with 4+ years of hands-on experience in building production systems. Skills: Bug Tracking, BDD/TDD, API Testing, Cypress, TestNG, JUnit. Background includes 4+ years roles.",Bug Tracking | BDD/TDD | API Testing | Cypress | TestNG | JUnit | Performance Testing | Manual Testing | Test Planning | JIRA,Selenium | Jest | Postman | JMeter | Automation,10,15,0.6667,0.4627,1.0,0.6,0.604,0.5365,0.4635,0.625,60
569,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Automation, JIRA, TestNG, Cypress, JUnit, JMeter. Background includes 5+ years roles.",Automation | JIRA | TestNG | Cypress | JUnit | JMeter | Jest | BDD/TDD | Manual Testing,Selenium | API Testing | Postman | Performance Testing | Test Planning | Bug Tracking,9,15,0.6,0.4727,1.0,0.6,0.4351,0.5971,0.3567,0.625,60
570,QA & Testing,Mid-Level,"Mid-level QA & Testing developer with 3+ years working on real-world projects. Skills: Test Planning, Jest, Bug Tracking, Performance Testing, Selenium, API Testing. Background includes 4+ years roles.",Test Planning | Jest | Bug Tracking | Performance Testing | Selenium | API Testing | Automation | JMeter | BDD/TDD,Manual Testing | Cypress | JUnit | TestNG | Postman | JIRA,9,15,0.6,0.4456,1.0,0.6,0.5252,0.5681,0.3403,0.375,50
571,QA & Testing,Mid-Level,"Mid-level QA & Testing developer with 3+ years working on real-world projects. Skills: API Testing, JMeter, Manual Testing, Postman, TestNG, Bug Tracking. Background includes specialist roles.",API Testing | JMeter | Manual Testing | Postman | TestNG | Bug Tracking | Cypress | JUnit,Selenium | Jest | Performance Testing | Test Planning | JIRA | Automation | BDD/TDD,8,15,0.5333,0.3538,1.0,0.6,0.4574,0.3987,0.3202,0.75,52
572,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Automation, JUnit, Manual Testing, Selenium, BDD/TDD, Jest. Background includes 4+ years roles.",Automation | JUnit | Manual Testing | Selenium | BDD/TDD | Jest | JIRA | TestNG | Postman,Cypress | API Testing | Performance Testing | JMeter | Test Planning | Bug Tracking,9,15,0.6,0.4261,1.0,0.6,0.5368,0.3401,0.5226,0.75,59
573,QA & Testing,Mid-Level,"Mid-level QA & Testing developer with 3+ years working on real-world projects. Skills: Cypress, Jest, BDD/TDD, Postman, TestNG, Performance Testing. Background includes 3+ years roles.",Cypress | Jest | BDD/TDD | Postman | TestNG | Performance Testing | Automation | JIRA | Manual Testing,Selenium | JUnit | API Testing | JMeter | Test Planning | Bug Tracking,9,15,0.6,0.5359,1.0,0.6,0.4213,0.2244,0.4201,0.625,53
574,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: BDD/TDD, JMeter, JUnit, Cypress, JIRA, TestNG. Background includes 4+ years roles.",BDD/TDD | JMeter | JUnit | Cypress | JIRA | TestNG | Manual Testing | Automation | Performance Testing | Jest,Selenium | API Testing | Postman | Test Planning | Bug Tracking,10,15,0.6667,0.4983,1.0,0.6,0.6492,0.5122,0.5429,0.625,60
575,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Cypress, Manual Testing, JUnit, Jest, Bug Tracking, JMeter. Background includes 4+ years roles.",Cypress | Manual Testing | JUnit | Jest | Bug Tracking | JMeter | API Testing,Selenium | TestNG | Postman | Performance Testing | Test Planning | JIRA | Automation | BDD/TDD,7,15,0.4667,0.3235,1.0,0.6,0.4428,0.3775,0.3499,0.625,45
576,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: JUnit, Selenium, Automation, Cypress, Jest, Bug Tracking. Background includes 5+ years roles.",JUnit | Selenium | Automation | Cypress | Jest | Bug Tracking | Postman | JIRA | API Testing,Manual Testing | TestNG | Performance Testing | JMeter | Test Planning | BDD/TDD,9,15,0.6,0.5209,1.0,0.6,0.5402,0.4438,0.4651,0.75,59
577,QA & Testing,Mid-Level,"Mid-level QA & Testing developer with 3+ years working on real-world projects. Skills: Test Planning, API Testing, JIRA, Bug Tracking, JMeter, JUnit. Background includes developer roles.",Test Planning | API Testing | JIRA | Bug Tracking | JMeter | JUnit | Automation | TestNG | Cypress,Manual Testing | Selenium | Jest | Postman | Performance Testing | BDD/TDD,9,15,0.6,0.5677,1.0,0.6,0.47,0.3594,0.3657,0.5,59
578,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Performance Testing, Test Planning, JIRA, Postman, Manual Testing, Cypress. Background includes 3+ years roles.",Performance Testing | Test Planning | JIRA | Postman | Manual Testing | Cypress | BDD/TDD | Bug Tracking | API Testing,Selenium | Jest | JUnit | TestNG | JMeter | Automation,9,15,0.6,0.4902,1.0,0.6,0.5647,0.4126,0.3692,0.5,58
579,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Cypress, Automation, Selenium, JUnit, JMeter, Performance Testing. Background includes 3+ years roles.",Cypress | Automation | Selenium | JUnit | JMeter | Performance Testing | Postman | BDD/TDD | Bug Tracking | TestNG,Manual Testing | Jest | API Testing | Test Planning | JIRA,10,15,0.6667,0.5621,1.0,0.6,0.5191,0.5039,0.5472,0.625,68
580,QA & Testing,Mid-Level,"QA & Testing engineer with 4+ years of hands-on experience in building production systems. Skills: TestNG, Test Planning, API Testing, Jest, Postman, JMeter. Background includes 3+ years roles.",TestNG | Test Planning | API Testing | Jest | Postman | JMeter | Performance Testing | JIRA,Manual Testing | Selenium | Cypress | JUnit | Bug Tracking | Automation | BDD/TDD,8,15,0.5333,0.4229,1.0,0.6,0.3888,0.5807,0.4409,0.5,49
581,QA & Testing,Mid-Level,"Mid-level QA & Testing developer with 3+ years working on real-world projects. Skills: Automation, Cypress, JIRA, BDD/TDD, Postman, API Testing. Background includes 4+ years roles.",Automation | Cypress | JIRA | BDD/TDD | Postman | API Testing | Test Planning | TestNG | Bug Tracking,Manual Testing | Selenium | Jest | JUnit | Performance Testing | JMeter,9,15,0.6,0.4113,1.0,0.6,0.4716,0.3468,0.3476,0.5,50
582,QA & Testing,Mid-Level,"Mid-level QA & Testing developer with 3+ years working on real-world projects. Skills: Manual Testing, Automation, Postman, Test Planning, JUnit, TestNG. Background includes specialist roles.",Manual Testing | Automation | Postman | Test Planning | JUnit | TestNG | BDD/TDD,Selenium | Cypress | Jest | API Testing | Performance Testing | JMeter | Bug Tracking | JIRA,7,15,0.4667,0.4028,1.0,0.6,0.4433,0.3817,0.3742,0.5,50
583,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Performance Testing, Cypress, Test Planning, Jest, API Testing, Selenium. Background includes 3+ years roles.",Performance Testing | Cypress | Test Planning | Jest | API Testing | Selenium | Automation | JUnit | Postman | BDD/TDD,Manual Testing | TestNG | JMeter | Bug Tracking | JIRA,10,15,0.6667,0.5313,1.0,0.6,0.5809,0.5812,0.4872,0.75,64
584,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Performance Testing, Test Planning, Jest, JMeter, Cypress, Bug Tracking. Background includes developer roles.",Performance Testing | Test Planning | Jest | JMeter | Cypress | Bug Tracking,Manual Testing | Selenium | JUnit | TestNG | API Testing | Postman | JIRA | Automation | BDD/TDD,6,15,0.4,0.3574,1.0,0.6,0.3271,0.4018,0.285,0.25,44
585,QA & Testing,Mid-Level,"Experienced QA & Testing specialist with 5 years of industry experience. Skills: Automation, Jest, BDD/TDD, JMeter, Postman, API Testing. Background includes engineer roles.",Automation | Jest | BDD/TDD | JMeter | Postman | API Testing,Manual Testing | Selenium | Cypress | JUnit | TestNG | Performance Testing | Test Planning | Bug Tracking | JIRA,6,15,0.4,0.3603,1.0,0.6,0.3741,0.5053,0.3212,0.375,41
586,QA & Testing,Senior,"Experienced QA & Testing architect with 10+ years delivering enterprise-scale solutions. Skills: Bug Tracking, JIRA, BDD/TDD, API Testing, Postman, Automation. Background includes senior roles.",Bug Tracking | JIRA | BDD/TDD | API Testing | Postman | Automation | Jest | Test Planning | TestNG | Performance Testing | JUnit | JMeter | Manual Testing,Selenium | Cypress,13,15,0.8667,0.6902,1.0,0.9,0.8339,0.5599,0.6135,0.75,77
587,QA & Testing,Senior,"Senior QA & Testing professional with 8+ years of experience. Led multiple high-impact projects. Skills: Manual Testing, JMeter, JUnit, Performance Testing, BDD/TDD, Cypress. Background includes lead roles.",Manual Testing | JMeter | JUnit | Performance Testing | BDD/TDD | Cypress | Automation | Bug Tracking | JIRA,Selenium | Jest | TestNG | API Testing | Postman | Test Planning,9,15,0.6,0.4424,1.0,0.9,0.5639,0.7164,0.4335,0.375,65
588,QA & Testing,Senior,"Principal QA & Testing engineer with deep expertise and strong leadership background. Skills: JMeter, JIRA, Performance Testing, TestNG, JUnit, Selenium. Background includes 10+ years roles.",JMeter | JIRA | Performance Testing | TestNG | JUnit | Selenium | Jest | BDD/TDD | Bug Tracking | Automation | Postman | Test Planning,Manual Testing | Cypress | API Testing,12,15,0.8,0.7313,1.0,0.9,0.6543,0.9809,0.5564,0.625,75
589,QA & Testing,Senior,"Senior QA & Testing professional with 8+ years of experience. Led multiple high-impact projects. Skills: BDD/TDD, Cypress, Automation, Selenium, JIRA, TestNG. Background includes architect roles.",BDD/TDD | Cypress | Automation | Selenium | JIRA | TestNG | Performance Testing | JUnit | Bug Tracking | Test Planning | Manual Testing,Jest | API Testing | Postman | JMeter,11,15,0.7333,0.5982,1.0,0.9,0.6179,0.8966,0.4957,0.625,72
590,QA & Testing,Senior,"Experienced QA & Testing architect with 10+ years delivering enterprise-scale solutions. Skills: Performance Testing, JIRA, Jest, Bug Tracking, Manual Testing, Automation. Background includes lead roles.",Performance Testing | JIRA | Jest | Bug Tracking | Manual Testing | Automation | API Testing | Test Planning | Cypress | TestNG,Selenium | JUnit | Postman | JMeter | BDD/TDD,10,15,0.6667,0.5422,1.0,0.9,0.5037,0.8172,0.5576,0.625,69
591,QA & Testing,Senior,"Experienced QA & Testing architect with 10+ years delivering enterprise-scale solutions. Skills: API Testing, Cypress, Postman, TestNG, Automation, Selenium. Background includes principal roles.",API Testing | Cypress | Postman | TestNG | Automation | Selenium | BDD/TDD | Jest | Manual Testing | Performance Testing | JUnit | JMeter,Test Planning | Bug Tracking | JIRA,12,15,0.8,0.7046,1.0,0.9,0.6126,0.7483,0.5176,1.0,74
592,QA & Testing,Senior,"Principal QA & Testing engineer with deep expertise and strong leadership background. Skills: JMeter, TestNG, Test Planning, JIRA, Selenium, Performance Testing. Background includes principal roles.",JMeter | TestNG | Test Planning | JIRA | Selenium | Performance Testing | Cypress | Automation | Bug Tracking | Manual Testing | Postman | BDD/TDD | API Testing,Jest | JUnit,13,15,0.8667,0.7097,1.0,0.9,0.6191,0.5957,0.5274,0.75,82
593,QA & Testing,Senior,"Principal QA & Testing engineer with deep expertise and strong leadership background. Skills: API Testing, JIRA, JMeter, Jest, TestNG, Test Planning. Background includes senior roles.",API Testing | JIRA | JMeter | Jest | TestNG | Test Planning | Bug Tracking | BDD/TDD | JUnit | Cypress,Manual Testing | Selenium | Postman | Performance Testing | Automation,10,15,0.6667,0.4365,1.0,0.9,0.6353,0.7405,0.4147,0.625,66
